5 Digit NTD ID,ntdid,name,Reporter Acronym,Doing Business As,Reporter Status,Reporter Type,Form Module Type,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,City,State,Zip Code,Zip Code Ext,P.O. Box,Region,URL,FTA Recipient ID,Duns Number,Service Area Sq Miles,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name,Population,Density,Sq Miles,Required Reporter,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles
50214,5214,DeKalb County,VAC,,Active,Separate Service,Separate Service,"City, County or Local Government Unit or Department of Transportation", ,,,06/30/2015,10/31/2015,200 North Main Street ,,Sycamore,IL,60178,,,5,http://www.vacdk.com/,,29980307,648,"104,820",404,"DeKalb, IL",,"68,545","2,658",26,Y,,,,,
50215,5215,Voluntary Action Center,VAC,,Active,Reduced Reporter,Reduced Reporter,Private-Non-Profit Corporation, ,,,06/30/2015,10/31/2015,1606 Bethany Road,,Sycamore,IL,60178,,,5,http://www.vacdk.com/,,168874634,608,"65,653",404,"DeKalb, IL",,"68,545","2,658",26,N,28,,28,,
50515,5218,University of Minnesota Transit,,,Active,Full Reporter,Full Reporter,University, ,,,06/30/2015,10/31/2015,901 29th Ave SE,,Minneapolis,MN,55414,,,5,www.umn.edu/pts,,555917996,5,"115,000",16,"Minneapolis-St. Paul, MN-WI",,"2,650,890","2,594","1,022",Y,2,18,20,,
50516,5219,City of Plymouth,Plymouth Metrolink,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,3400 Plymouth Boulevard,,City of Plymouth,MN,55447,1482,,5,www.plymouthmn.gov,,97101679,35,"73,633",16,"Minneapolis-St. Paul, MN-WI",,"2,650,890","2,594","1,022",Y,,35,35,,
50517,5220,City of Maple Grove,,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,PO Box 1180,,Maple Grove,MN,55311,,,5,www.maplegrovetransit.org,,74210568,36,"68,119",16,"Minneapolis-St. Paul, MN-WI",,"2,650,890","2,594","1,022",Y,,6,6,,
50518,5221,SouthWest Transit,SWT,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,13500 Technology Drive,,Eden Prairie,MN,55344,,,5,www.swtransit.org,,961810736,81,"111,928",16,"Minneapolis-St. Paul, MN-WI",,"2,650,890","2,594","1,022",Y,,69,69,,
50519,5222,Minnesota Valley Transit Authority,MVTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,12/31/2015,4/30/2016,100 E. Highway 13,,Burnsville,MN,55337,,,5,www.mvta.com,,932900475,124,"317,986",16,"Minneapolis-St. Paul, MN-WI",,"2,650,890","2,594","1,022",Y,,127,127,,
55222,5T01,Grand Portage Reservation Tribal Council,,,Active,Reduced Reporter,Tribe,Tribe, ,,,09/30/2015,1/31/2016,83 Stevens Road,,Grand Portage,MN,55605,,428,5,http://www.grandportage.com/,6699,71511232,0,0,0,Minnesota Non-UZA,"Grand Portage Reservation and Off-Reservation Trust Land, MN",0,0,0,,12,,12,,
55228,5T03,Menominee Indian Tribe of Wisconsin,,,Active,Reduced Reporter,Tribe,Tribe, ,,,09/30/2015,1/31/2016,W2727 Our Children's Road,,Keshena,WI,54135,,910,5,http://www.menominee-nsn.gov/,6694,30175194,0,0,0,Wisconsin Non-UZA,"Menominee Reservation and Off-Reservation Trust Land, WI",0,0,0,,37,,37,,
55234,5T04,Red Lake Band of the Chippewa,RLT,,Active,Reduced Reporter,Tribe,Tribe, ,,,12/31/2015,4/30/2016,24415 Highway 1 West,,Red Lake,MN,56671,95,95,5,NA,6692,78683406,0,0,0,Minnesota Non-UZA,"Red Lake Reservation, MN",0,0,0,,6,,6,,
55240,5T02,Lac Courte Oreilles Band of Ojibwe,LCO,,Active,Reduced Reporter,Tribe,Tribe, ,,,09/30/2015,1/31/2016,13394W Trepania Rd,Bldg 1,Hayward,WI,54843,,,5,,6818,63616700,0,0,0,Wisconsin Non-UZA,"Lac Courte Oreilles Reservation and Off-Reservation Trust Land, WI",0,0,0,,2,,2,,
55246,5T05,Fond du Lac Reservation,FDL,,Active,Reduced Reporter,Tribe,Tribe, ,,,12/31/2015,4/30/2016,1720 Big Lake Road,,Cloquet,MN,55720,,,5,http://www.fdlrez.com/,6935,39582366,,,0,Minnesota Non-UZA,"Fond du Lac Reservation and Off-Reservation Trust Land, MN--WI",0,0,0,,7,,7,,
55252,5T06,Bois Forte Reservation Tribal Council,BFRTC,,Active,Reduced Reporter,Tribe,Tribe, ,,,09/30/2015,1/31/2016,5344 Lake Shore Drive,,Nett Lake,MN,55772,,,5,http://www.boisforte.com/,7009,36527752,,,0,Minnesota Non-UZA,"Bois Forte Reservation, MN",0,0,0,,4,,4,,
55258,5T08,Leech Lake Band of Ojibwe,,,Active,Reduced Reporter,Tribe,Tribe, ,,,06/30/2015,10/31/2015,190 Sailstar Drive NW,,Cass Lake,MN,56633,,,5,http//www.llojibwe.org,6688,66511122,0,0,0,Minnesota Non-UZA,"Leech Lake Reservation and Off-Reservation Trust Land, MN",0,0,0,,3,,3,,
55270,5T10,White Earth Band of Chippewa,WEPT,,Active,Reduced Reporter,Tribe,Tribe, ,,,09/30/2015,1/31/2016,P.O. Box 418,,White Earth,MN,56591,,418,5,http://www.whiteearth.com/,6499,70746896,,,0,Minnesota Non-UZA,"White Earth Reservation and Off-Reservation Trust Land, MN",0,0,0,,12,,12,,
55276,5T11,Oneida Tribe of Indians of Wisconsin,,,Active,Reduced Reporter,Tribe,Tribe, ,,,12/31/2015,4/30/2016,3759 W. Mason St.,Suite 5,Oneida,WI,54155,,365,5,N/A,,97631308,,,0,Wisconsin Non-UZA,"Oneida (WI) Reservation and Off-Reservation Trust Land, WI",0,0,0,,10,,10,,
55282,5T12,Bad River Band of Lake Superior Tribe of Chippewa,BRT,,Active,Reduced Reporter,Tribe,Tribe, ,,,09/30/2015,1/31/2016,73430 US Hwy 2,,Odanah,WI,54861,126,126,5,http://www.badriver-nsn.gov/,7230,53806998,0,0,0,Wisconsin Non-UZA,"Bad River Reservation, WI",0,0,0,,2,,2,,
55300,5T17,Lac du Flambeau Band of Lake Superior Chippewa Indians,,,Active,Reduced Reporter,Tribe,Tribe, ,,,09/30/2015,1/31/2016,P.O. Box 67,,Lac Du Flambeau,WI,54538,,,5,n/a,,74781584,0,0,0,Wisconsin Non-UZA,"Lac du Flambeau Reservation, WI",0,0,0,,,4,4,,
55308,5217,City of Stoughton,,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,381 E. Main Street,,Stoughton,WI,53589,,,5,http://www.ci.stoughton.wi.us/,,73837692,5,"12,611",92,"Madison, WI",,"401,661","2,660",151,Y,,4,4,,
55311,,City of Cincinnati,,,Active,Building Reporter,Building Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,06/30/2015,10/31/2015,801 Plum St.,,Cincinnati,OH,45202,,,5,http://www.cincinnati-oh.gov/cityofcincinnati,,,,,30,"Cincinnati, OH-KY-IN",,"1,624,827","2,063",788,N,,,,,
55312,,City of Milwaukee,,,Active,Building Reporter,Building Reporter,Independent Public Agency or Authority of Transit Service, ,,,12/31/2015,4/30/2016,841 North Broadway,Room 501,Milwaukee,WI,53202,,,5,http://city.milwaukee.gov/mpw#.Vbfi5NVhBc,,,,,35,"Milwaukee, WI",,"1,376,476","2,523",546,N,,,,,
60001,6001,Amarillo City Transit,ACT,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,09/30/2015,1/31/2016,801 East 23rd,,Amarillo,TX,79105,1971,1971,6,http://www.ci.amarillo.tx.us/,1530,65032807,74,"190,695",182,"Amarillo, TX",,"196,651","2,423",81,Y,20,,20,,
60002,6T02,Chickasaw Nation,,,Active,Reduced Reporter,Tribe,Tribe, ,,,09/30/2015,1/31/2016,PO Box 1548,,Ada,OK,74821,1548,,6,http://www.chickasaw.net/,5490,70848361,0,0,0,Oklahoma Non-UZA,"Chickasaw OTSA, OK",0,0,0,,30,,30,,
60003,6T03,Choctaw Nation of Oklahoma,,,Active,Reduced Reporter,Tribe,Tribe, ,,,09/30/2015,1/31/2016,P.O. Box 146,,Hugo,OK,74743,,146,6,http://cntransit.cnhsa.com,6705,80735806,,0,0,Oklahoma Non-UZA,"Choctaw OTSA, OK",0,0,0,,18,,18,,
60004,6T04,Citizen Potawatomi Nation,CPN,,Active,Reduced Reporter,Tribe,Tribe, ,,,09/30/2015,1/31/2016,1601 South Gordon Cooper DR.,,Shawnee,OK,74801,,,6,http://www.potawatomi.org/,6715,53435525,0,0,0,Oklahoma Non-UZA,"Citizen Potawatomi Nation-Absentee Shawnee OTSA, OK",0,0,0,,7,,7,,
60005,6T05,Comanche Nation,,Comanche Nation Transit,Active,Reduced Reporter,Tribe,Tribe, ,,,09/30/2015,1/31/2016,584  NW Bingo RD,,Lawton,OK,73502,908,908,6,www.comanchenation.com/,6904,85945087,,,0,Oklahoma Non-UZA,"Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA, OK; Kiowa-Comanche-Apache-Fort Sill Apache OTSA, OK",0,0,0,,9,,9,,
60006,6006,Mass Transit Department - City of El Paso,Sun Metro,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,08/31/2015,1/31/2016,700 A San Francisco Street,,El Paso,TX,79901,1060,,6,http://www.elpasotexas.gov/,1539,58873019,251,"803,086",53,"El Paso, TX-NM",,"803,086","3,205",251,Y,124,63,187,,
60007,6007,Fort Worth Transportation Authority,The T,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,09/30/2015,1/31/2016,1600 East Lancaster,,Fort Worth,TX,76102,6720,,6,http://www.the-t.com/,1540,73161408,350,"824,984",6,"Dallas-Fort Worth-Arlington, TX",,"5,121,892","2,879","1,779",Y,154,53,207,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas ",Metro,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,09/30/2015,1/31/2016,1900 Main,,Houston,TX,77208,1429,61429,6,http://www.ridemetro.org/,1547,94834405,"1,303","4,365,000",7,"Houston, TX",,"4,944,332","2,979","1,660",Y,893,"1,347","2,240",,
60009,6009,"Laredo Transit Management, Inc.",El Metro,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,09/30/2015,1/31/2016,1301 Farragut Street,"3rd Floor, West",Laredo,TX,78040,,,6,http://www.ci.laredo.tx.us/,2069,69463594,59,"236,091",157,"Laredo, TX",,"235,730","3,589",66,Y,52,,52,,
60010,6010,"City Transit Management Company, Inc.",Citibus,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,09/30/2015,1/31/2016, 801 Texas Ave,,Lubbock,TX,79457,1,2000,6,http://www.citibus.com/,1993,37890936,75,"237,356",155,"Lubbock, TX",,"237,356","2,461",96,Y,89,,89,,
60011,6011,VIA Metropolitan Transit,VIA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,09/30/2015,1/31/2016,800 West Myrtle,,San Antonio,TX,78212,,12489,6,http://www.viainfo.net/,1937,49753494,"1,213","1,785,704",26,"San Antonio, TX",,"1,758,210","2,945",597,Y,474,312,786,,
60012,6012,"Waco Transit System, Inc.",WTS,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,09/30/2015,1/31/2016,"301 South 8th Street, Suite 100",,Waco,TX,76701,,,6,http://www.waco-texas.com/,1558,75090779,99,"173,192",196,"Waco, TX",,"172,378","1,910",90,Y,24,,24,,
60013,6013,Port Arthur Transit,PAT,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,09/30/2015,1/31/2016,344 Procter Street,,Port Arthur,TX,77641,1089,1089,6,http://www.portarthur.net,1553,137134909,39,"57,755",215,"Port Arthur, TX",,"153,150","1,451",106,Y,10,,10,,
60014,6014,City of Brownsville - Brownsville Metro,BMetro,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,09/30/2015,1/31/2016,755 International Blvd.,,Brownsville,TX,78521,,,6,http://bmetro.cob.us/,5091,36772820,164,"181,860",164,"Brownsville, TX",,"217,585","2,669",82,Y,27,6,33,,
60015,6015,Island Transit,I T,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,09/30/2015,1/31/2016,3115 Market Street,,Galveston,TX,77550,,,6,http://www.islandtransit.net/,1543,134658264,32,"47,743",0,Texas Non-UZA,,0,0,0,Y,25,,25,,
60016,6016,Beaumont Municipal Transit System,BMT,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,09/30/2015,1/31/2016,550 Milam Street,,Beaumont,TX,77701,,,6,http://www.beaumonttransit.com/,2067,73901118,41,"82,731",222,"Beaumont, TX",,"147,922","1,613",92,Y,,18,18,,
60017,6017,Central Oklahoma Transportation and Parking Authority,COTPA,EMBARK,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,06/30/2015,10/31/2015,300 Southwest 7th Street,,Oklahoma City,OK,73109,5320,,6,http://www.gometro.org/,1525,71225809,244,"650,221",51,"Oklahoma City, OK",,"861,505","2,098",411,Y,65,12,77,,
60018,6018,Metropolitan Tulsa Transit Authority,MTTA,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,06/30/2015,10/31/2015,510 South Rockford,,Tulsa,OK,74120,,,6,http://www.tulsatransit.org/,1527,64555204,196,"490,195",62,"Tulsa, OK",,"655,479","1,951",336,Y,51,45,96,,
60019,6019,City of Albuquerque Transit Department,ABQ Ride,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,06/30/2015,10/31/2015,100 First Street SW,,Albuquerque,NM,87102,3412,,6,http://www.cabq.gov/,1523,123249641,235,"661,629",56,"Albuquerque, NM",,"741,318","2,959",251,Y,187,,187,,
60022,6022,Capital Area Transit System,CATS,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,12/31/2015,4/30/2016,2250 Florida Boulevard,,Baton Rouge,LA,70802,3125,,6,http://www.brcats.com/,6106,59123323,273,"388,542",68,"Baton Rouge, LA",,"594,309","1,620",367,Y,59,18,77,,
60023,6023,Lake Charles Transit System,LCTS,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,09/30/2015,1/31/2016,1155 Ryan Street,,Lake Charles,LA,70615,900,900,6,http://www.cityoflakecharles.com/department/division.php?fDD=14-108/,1512,21478573,43,"73,474",228,"Lake Charles, LA",,"143,440","1,134",127,Y,7,,7,,
60024,6024,Shreveport Area Transit System,SporTran,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,1115 Jack Wells Boulevard,,Shreveport,LA,71107,,7314,6,http://www.sportran.org/,1994,796495224,61,"275,213",126,"Shreveport, LA",,"298,317","1,611",185,Y,52,,52,,
60025,6025,City of Alexandria,Atrans,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,04/30/2015,10/31/2015,2021 Industrial Park Road,,Alexandria,LA,71309,71,,6,http://www.cityofalexandriala.com/,1508,33275186,28,"62,924",346,"Alexandria, LA",,"82,804","1,263",66,Y,10,,10,,
60026,6026,City of Monroe Transit System,MTS,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,04/30/2015,10/31/2015,700 Washington Street,,Monroe,LA,71201,,,6,http://www.mtsbus.org/,1513,73151961,31,"49,601",272,"Monroe, LA",,"116,533","1,422",82,Y,17,,17,,
60032,6032,New Orleans Regional Transit Authority,NORTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,12/31/2015,4/30/2016,2817 Canal Street,,New Orleans,LA,70119,,,6,http://www.norta.com/,1519,102428372,75,"369,250",49,"New Orleans, LA",,"899,703","3,579",251,Y,,178,178,,
60033,6033,Central Arkansas Transit Authority,CATA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,12/31/2015,4/30/2016,901 Maple Street,,North Little Rock,AR,72114,,,6,http://www.cat.org/,1506,107289266,97,"164,972",88,"Little Rock, AR",,"431,388","1,670",258,Y,72,,72,,
60034,6034,Pine Bluff Transit,PBT,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,2300 East Harding,,Pine Bluff,AR,71601,,,6,http://www.cityofpinebluff.com/transit/,1507,156048175,15,"49,083",475,"Pine Bluff, AR",,"53,495","1,439",37,Y,9,,9,,
60035,6035,Wichita Falls Transit System,,Falls RIde,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,09/30/2015,1/31/2016,2100 Seymour Highway,,Wichita Falls,TX,76301,,,6,http://www.wichitafallstx.gov/,1560,59463133,71,"104,553",301,"Wichita Falls, TX",,"99,437","1,974",50,Y,9,,9,,
60038,6038,Lafayette Transit System,LTS,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,10/31/2015,4/30/2016,100 Lee Avenue,,Lafayette,LA,70502,,4017-C,6,http://www.lafayettela.gov/,1871,75054536,49,"148,843",148,"Lafayette, LA",,"252,720","1,415",179,Y,13,10,23,,
60040,6040,CityLink Transit,CityLink,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,09/30/2015,1/31/2016,1189 South 2nd Street,,Abilene,TX,79602,,,6,http://www.abilenetx.com/citylink/,1528,81078891,110,"117,063",282,"Abilene, TX",,"110,421","2,018",55,Y,29,,29,,
60041,6041,Handitran Special Transit Division - City of Arlington,Handitran,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,09/30/2015,1/31/2016,1101 West Main Street,,Arlington,TX,76004,3231,90231,6,http://www.handitran.com/,1531,68378231,199,"383,204",6,"Dallas-Fort Worth-Arlington, TX",,"5,121,892","2,879","1,779",Y,17,11,28,,
60048,6048,Capital Metropolitan Transportation Authority,CMTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,09/30/2015,1/31/2016,2910 East Fifth Street,,Austin,TX,78702,4817,,6,http://www.capmetro.org/,5143,137596524,535,"1,163,204",37,"Austin, TX",,"1,362,416","2,605",523,Y,,674,674,,
60049,6049,Las Cruces Area Transit,RoadRUNNER Transit,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,06/30/2015,10/31/2015,City of Las Cruces,,Las Cruces,NM,88004,2380,20000,6,http://roadrunner.las-cruces.org/,1580,77609279,55,"107,419",250,"Las Cruces, NM",,"128,600","1,988",65,Y,27,,27,,
60051,6051,Corpus Christi Regional Transportation Authority,The B,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,12/31/2015,4/30/2016,5658 Bear Lane,,Corpus Christi,TX,78405,,,6,http://www.ccrta.org/,1535,158347059,841,"348,892",116,"Corpus Christi, TX",,"320,069","2,661",120,Y,60,42,102,,
60056,6056,Dallas Area Rapid Transit,DART,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,09/30/2015,1/31/2016,1401 Pacific Avenue,,Dallas,TX,75202,7226,,6,http://www.dart.org/,5271,51097897,650,"2,354,330",6,"Dallas-Fort Worth-Arlington, TX",,"5,121,892","2,879","1,779",Y,805,237,"1,042",,
60058,6058,St. Bernard Urban Rapid Transit,SBURT,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,8201 West Judge Perez Drive,,Chalmette,LA,70043,,,6,http://sbpg.net/,1521,612127423,24,"45,408",49,"New Orleans, LA",,"899,703","3,579",251,Y,4,,4,,
60059,6059,Brazos Transit District,The District,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,09/30/2015,1/31/2016,1759 North Earl Rudder Freeway,,Bryan,TX,77803,,,6,http://www.btd.org/,5319,20397076,74,"132,500",197,"College Station-Bryan, TX",,"171,345","2,399",71,Y,86,32,118,,
60062,6062,"University of Arkansas, Fayetteville",Razorback Transit,,Active,Reduced Reporter,Reduced Reporter,University, ,,,06/30/2015,10/31/2015,155 Razorback Road,ADSB 131,Fayetteville,AR,72701,,,6,http://parking.uark.edu/,6276,136152431,18,"80,621",129,"Fayetteville-Springdale-Rogers, AR-MO",,"295,083","1,572",188,Y,23,,23,,
